токен	IDF
невероятное	3.218876
невероятные	4.605170
невероятный	4.605170
невероятным	4.605170
невероятных	4.605170
невесомые	4.605170
невесте	4.605170
невестка	3.218876
невесты	4.605170
невзирая	4.605170
невидимый	3.506558
невкусно	3.912023
невкусной	4.605170
невкусные	4.605170
невнимательно	4.605170
невоздушным	4.605170
невозможно	1.347074
невозможности	4.605170
невольно	2.525729
негде	4.605170
него	0.941609
недавно	2.120264
неделе	3.912023
недели	2.120264
недель	4.605170
неделю	1.897120
неделя	0.061875
недличка	4.605170
недолго	3.912023
недопеченным	3.912023
недопущение	4.605170
недорогая	4.605170
недорого	4.605170
недорогой	4.605170
недостаток	3.506558
недурно	3.912023
нее	1.966113
неееет	3.912023
нежданные	4.605170
нежелателен	4.605170
нежелательно	4.605170
нежирного	4.605170
нежирной	4.605170
нежная	1.966113
нежнейшая	3.506558
нежнейшего	3.506558
нежнейшее	2.659260
нежнейшей	4.605170
нежнейшие	3.912023
нежнейший	2.995732
нежнейшим	2.407946
нежно	2.659260
нежного	3.912023
нежное	1.309333
нежной	0.116534
нежность	2.813411
нежную	2.995732
нежные	1.660731
нежный	0.891598
нежным	2.040221
нежными	2.207275
нежных	2.995732
незабываем	4.605170
незабываемо	4.605170
незабываемый	3.912023
незамедлительно	2.813411
незаменим	4.605170
незаменимый	4.605170
незаменимым	4.605170
незаметно	4.605170
незамысловатое	4.605170
незамысловатый	4.605170
незамысловатым	4.605170
незапамятных	4.605170
незаслуженно	2.995732
незатейливые	4.605170
незначительными	4.605170
незрелого	4.605170
незрячий	4.605170
неизбежную	4.605170
неизбитый	3.912023
неизбитым	4.605170
неизвестна	4.605170
неизменно	2.525729
неизменным	3.506558
неимоверно	4.605170
неимоверных	4.605170
неинтересна	4.605170
ней	1.897120
неймом	4.605170
нейтральный	3.912023
некогда	3.506558
некондиционную	4.605170
некоторое	4.605170
некоторые	2.813411
некоторым	4.605170
некоторыми	2.995732
некоторых	3.506558
некрупной	4.605170
некрупных	4.605170
неллечка	3.912023
нелли	4.605170
нелличка	3.506558
нельзя	2.302585
нем	1.203973
немало	4.605170
немаловажно	2.207275
немалое	4.605170
немец	3.506558
немецкая	0.116534
немецкий	4.605170
немецким	3.506558
немецкого	3.506558
немецкой	3.912023
немецком	3.912023
немецкому	4.605170
немного	1.203973
немножко	4.605170
нему	2.525729
немцы	4.605170
ненавижу	4.605170
ненастоящий	4.605170
ненастье	4.605170
ненужный	3.506558
ненужных	2.659260
необходим	4.605170
необходимо	2.813411
необходимого	4.605170
необходимости	3.218876
необходимые	2.813411
необыкновенно	1.897120
необыкновенное	3.912023
необыкновенной	4.605170
необыкновенный	4.605170
необыкновенным	4.605170
необычайно	3.506558
необычен	3.912023
необычная	3.506558
необычно	2.813411
необычного	2.995732
необычное	2.813411
необычной	4.605170
необычные	3.218876
необычный	1.347074
необычных	2.995732
необязательно	4.605170
неоднократно	3.218876
неожиданно	3.506558
неожиданного	4.605170
неожиданность	4.605170
неожиданные	0.116534
неожиданных	3.912023
неопытный	4.605170
неотделимая	4.605170
неотличим	3.912023
неотъемлемой	4.605170
неотъемлемый	4.605170
неохота	4.605170
непале	4.605170
неплохо	4.605170
неплохой	4.605170
неповторимый	3.912023
неповторимым	3.218876
неподелилсябынискем	4.605170
непосредственно	2.995732
непохожие	4.605170
неправильное	4.605170
непревзойденный	4.605170
непременно	1.832581
непременный	4.605170
непривычный	4.605170
непропеченного	4.605170
непросто	4.605170
нептун	4.605170
нерадивая	4.605170
нервы	4.605170
нереально	2.995732
неровно	3.506558
нес	4.605170
несанкционированного	4.605170
несколькими	2.525729
нескольких	3.912023
несколько	0.916291
нескромно	4.605170
нескучно	3.218876
несла	3.506558
несладкие	4.605170
несладких	4.605170
несладкое	0.116534
несладкой	4.605170
несладкому	4.605170
несли	4.605170
несложно	2.207275
несложное	4.605170
несложный	3.218876
несмотря	2.525729
несовершеннолетние	4.605170
несовместимы	4.605170
несоленое	4.605170
несомненно	3.912023
несомненное	4.605170
несравним	4.605170
нестандартной	4.605170
несу	4.605170
несущих	4.605170
несчастливый	4.605170
нете	3.218876
неточная	4.605170
нетрадиционном	4.605170
неугомонные	3.218876
неудобно	4.605170
нечасто	4.605170
нечего	3.218876
нечто	3.218876
неясности	4.605170
нибудь	1.832581
нигде	3.912023
ниже	2.813411
низ	4.605170
низкими	4.605170
низких	4.605170
низкокалорийное	4.605170
низкокалорийный	4.605170
ник	4.605170
ника	4.605170
никак	2.659260
никакие	4.605170
никаких	2.525729
никакого	2.040221
никакой	2.207275
ники	4.605170
никогда	1.771957
никого	3.506558
никому	2.659260
никто	1.897120
никуман	4.605170
ним	1.897120
ними	2.995732
нина	1.203973
нине	3.506558
ниночке	4.605170
нину	4.605170
нины	4.605170
нисколько	3.912023
ниток	4.605170
них	1.660731
ничего	0.941609
ничем	3.218876
нк	1.771957
нн	3.218876
ннатали	4.605170
новая	0.116534
новенького	4.605170
новинкой	4.605170
новичков	4.605170
новичок	4.605170
ново	4.605170
нового	2.995732
новогоднего	0.116534
новогоднее	0.116534
новогодней	4.605170
новогоднем	2.995732
новогоднему	2.995732
новогодние	0.040822
новогодний	0.116534
новогодних	4.605170
новогоднюю	3.912023
новогодняя	0.105361
новое	3.912023
новом	3.506558
новому	3.912023
новостей	3.912023
новости	4.605170
новостях	0.061875
новруз	4.605170
новые	0.051293
новый	0.094311
новым	4.605170
новыми	4.605170
новых	1.966113
ноги	4.605170
нокс	4.605170
ноксвилл	4.605170
номер	4.605170
номера	4.605170
норвегии	2.995732
норвежская	0.116534
норвежски	4.605170
норвежский	4.605170
нори	3.912023
нормально	3.506558
нормы	4.605170
норуолк	4.605170
носила	4.605170
носились	3.218876
носит	4.605170
ностальгическую	4.605170
ностальгия	3.912023
нотками	3.912023
нотки	4.605170
ноткой	4.605170
ночку	4.605170
ночной	4.605170
ночными	4.605170
ночь	2.813411
ночью	4.605170
ноябрь	4.605170
ноября	0.527633
нра	4.605170
нравилась	4.605170
нравился	4.605170
нравится	1.427116
нравятся	1.771957
нт	2.659260
нуга	4.605170
нужна	3.912023
нужную	4.605170
нужны	4.605170
нужных	4.605170
нулевого	4.605170
нуля	4.605170
нур	4.605170
нутелла	4.605170
нутеллы	4.605170
ныне	4.605170
ньокки	4.605170
нью	2.207275
ньюкасл	4.605170
нья	4.605170
нэмесис	4.605170
нюанс	4.605170
нюансами	4.605170
нюансом	4.605170
нюансы	2.995732
нюрка	4.605170
нюси	4.605170
нюшка	3.218876
ня	4.605170
ням	3.218876
нямка	2.659260
нём	2.525729
оба	4.605170
обалдел	4.605170
обалдели	4.605170
обалденная	4.605170
обалденно	2.120264
обалденную	4.605170
обалденный	3.506558
обалдеть	4.605170
обвалки	4.605170
обваривали	4.605170
обваривать	4.605170
обволакивают	4.605170
обделен	4.605170
обдумывала	4.605170
обед	0.105361
обеда	2.813411
обедам	4.605170
обедах	3.912023
обеденного	3.912023
обедов	4.605170
обедом	4.605170
обеду	3.912023
обезжиренного	3.218876
обезжиривание	4.605170
обезьяний	2.407946
обезьяны	0.116534
обеспечение	4.605170
обеспеченных	4.605170
обеспечивает	4.605170
обессудьте	4.605170
обещаешь	3.506558
обещала	3.912023
обещание	4.605170
обещанная	3.506558
обещаю	4.605170
обжаренного	4.605170
обжаренные	4.605170
обжаренный	3.218876
обжареных	2.995732
обжаривать	3.218876
обжариваю	3.912023
обжариваются	3.506558
обжарил	4.605170
обид	4.605170
обидный	4.605170
обиды	4.605170
обиженными	4.605170
обилием	4.605170
обильный	3.912023
обитания	3.506558
обл	4.605170
обладает	2.040221
обладать	2.659260
обладают	4.605170
облака	3.218876
облако	4.605170
области	3.912023
облачко	2.995732
обмакнула	4.605170
обман	4.605170
обмолвилась	4.605170
обморок	4.605170
обнаружила	3.218876
обнаружится	2.302585
обновления	4.605170
обновлённая	4.605170
обо	4.605170
обогатить	4.605170
обогащается	4.605170
обожает	4.605170
обожаю	1.897120
обожают	2.302585
обозвать	4.605170
обозначения	4.605170
обойдемся	4.605170
обойдется	4.605170
оболочке	4.605170
обороны	4.605170
оборудования	3.912023
обошлась	4.605170
обрабатывать	4.605170
обрабатывают	4.605170
обрабатываются	4.605170
обработка	3.912023
обработки	3.506558
обработку	4.605170
обрадовал	3.912023
обрадовалась	4.605170
обрадуется	4.605170
образ	3.506558
образования	4.605170
образом	2.207275
образует	2.995732
обрак	4.605170
обрамлении	4.605170
обратились	4.605170
обратите	4.605170
обратиться	3.218876
обратная	4.605170
обратно	4.605170
обращайте	4.605170
обращал	4.605170
обращаться	4.605170
обращаю	4.605170
обращаясь	4.605170
обращения	4.605170
обрез	3.506558
обрезков	4.605170
обруганной	3.506558
обручах	4.605170
обрывок	4.605170
обсуждалась	4.605170
обсыпанный	4.605170
обсыпать	4.605170
обуть	4.605170
обходилась	4.605170
обходимся	4.605170
общались	4.605170
общаться	0.040822
общаюся	4.605170
общая	2.995732
общего	4.605170
общей	4.605170
общем	2.040221
общением	3.912023
общество	4.605170
общесудовых	4.605170
общий	4.605170
объедение	2.407946
объединить	4.605170
объедуха	4.605170
объем	4.605170
объеме	3.506558
объехал	4.605170
объявил	3.912023
объявила	4.605170
объявили	4.605170
объявлен	4.605170
объяснение	4.605170
объяснить	3.218876
обыденные	3.218876
обыкновенную	4.605170
обыкновенные	4.605170
обычно	1.714798
обычного	4.605170
обычной	2.659260
обычном	3.912023
обычную	4.605170
обычные	3.912023
обычный	1.897120
обычных	3.506558
обязана	2.407946
обязателен	4.605170
обязательно	0.967584
овальными	4.605170
овощ	4.605170
овощам	4.605170
овощами	0.116534
овощей	0.105361
овощи	0.094311
овощная	0.040822
овощное	0.116534
овощной	0.105361
овощную	3.912023
овощные	0.040822
овощным	4.605170
овсяная	3.912023
овсянка	4.605170
овсянке	4.605170
овсянки	3.912023
овсяное	0.116534
овсяной	4.605170
овсяночка	4.605170
овсяные	2.302585
овсяными	4.605170
огайо	4.605170
огаста	4.605170
оглашаешь	3.506558
оглядки	4.605170
огне	2.659260
огнедышащего	4.605170
огней	4.605170
огненной	0.116534
огня	0.116534
ого	4.605170
оговорено	4.605170
оговорка	4.605170
огогогище	4.605170
огогогогогищщще	4.605170
огонь	3.218876
огород	4.605170
огорода	4.605170
огороде	3.506558
огорчением	4.605170
ограниченной	4.605170
огромная	4.605170
огромнейшая	4.605170
огромнейшее	3.218876
огромное	1.237874
огромной	2.525729
огромном	3.912023
огромную	2.813411
огромный	2.995732
огромным	3.218876
огурец	1.237874
огуриком	4.605170
огурца	4.605170
огурцами	4.605170
огурцов	2.995732
огурцовый	3.912023
огурцом	4.605170
огурцы	0.116534
огурчик	4.605170
огурчика	4.605170
огурчиками	4.605170
огурчики	3.218876
огурчиков	4.605170
одесски	4.605170
одессы	4.605170
одинаково	3.506558
одиночества	4.605170
однажды	2.407946
одним	1.309333
одновременно	3.218876
одного	1.660731
однозначно	4.605170
одноименного	4.605170
одной	1.237874
одноклассниках	2.407946
одном	1.771957
одному	3.912023
однородного	4.605170
одноэтажный	2.302585
одну	2.813411
ожидаемые	4.605170
ожидал	4.605170
ожидала	2.525729
ожидания	2.120264
ожить	4.605170
озаглавить	3.218876
ознаменование	3.218876
означает	2.995732
означающее	4.605170
ой	3.218876
оказались	3.506558
оказалось	1.832581
оказался	3.506558
оказывается	3.218876
окленд	4.605170
окном	4.605170
окончательно	3.912023
окорок	3.506558
окорочка	4.605170
окорочок	2.407946
окраску	4.605170
окрошка	0.040822
окрошки	4.605170
округе	4.605170
окружающие	4.605170
окружение	3.218876
окснард	4.605170
октябрь	4.605170
октября	0.562119
окунетесь	4.605170
окунул	4.605170
оладий	3.218876
оладушек	4.605170
оладушками	4.605170
оладушки	3.912023
оладьев	3.506558
оладьи	0.040822
оладьям	4.605170
олеан	4.605170
олейна	0.116534
олейной	0.116534
олейны	0.127833
оли	2.813411
оливер	4.605170
оливера	2.525729
оливки	2.207275
оливко	4.605170
оливкового	4.605170
оливковое	0.544727
оливковым	4.605170
оливье	2.995732
олимпийская	4.605170
ольга	1.427116
ольги	4.605170
ольчик	3.218876
оля	2.120264
омлет	0.040822
омлета	4.605170
омлетом	4.605170
омлеты	4.605170
онлайн	3.218876
онтарио	4.605170
ооо	4.605170
ооочень	3.218876
опа	4.605170
опара	0.040822
опасений	3.506558
опаски	4.605170
опекой	4.605170
опелика	3.912023
оператор	4.605170
оператора	4.605170
оперы	4.605170
описание	3.912023
описании	3.506558
описаний	4.605170
описать	4.605170
описывали	3.912023
опишу	3.912023
опишут	4.605170
оплетенный	4.605170
оправдание	4.605170
оправданы	4.605170
оправдывается	4.605170
оправдывают	4.605170
определение	4.605170
определении	4.605170
определению	4.605170
определенной	4.605170
определенном	4.605170
определенные	2.659260
определенным	4.605170
определенными	2.525729
определились	4.605170
определить	2.813411
определяет	4.605170
опробовала	2.995732
опробован	3.912023
опробованных	3.506558
опробовать	4.605170
опробую	4.605170
опрос	0.061875
опросов	4.605170
опубликовал	4.605170
опубликовала	3.912023
опубликованных	4.605170
опустить	4.605170
опустошилась	4.605170
опушке	4.605170
опыт	2.995732
опыта	4.605170
опытного	4.605170
опытным	4.605170
опытных	3.912023
опытом	3.506558
опята	3.506558
опять	2.040221
организама	3.506558
организации	4.605170
организационные	4.605170
организмом	4.605170
организовывали	4.605170
организуют	4.605170
органов	4.605170
органы	4.605170
ордевиль	4.605170
орегано	2.525729
орех	1.660731
орехами	2.659260
орехи	1.139434
орехов	3.218876
ореховое	4.605170
ореховый	3.218876
ореховым	4.605170
орешинка	3.218876
орешками	4.605170
орзо	4.605170
оригинал	4.605170
оригинала	4.605170
оригинале	2.995732
оригиналу	2.407946
оригинальная	2.302585
оригинально	3.218876
оригинального	3.912023
оригинальное	4.605170
оригинальной	3.506558
оригинальном	2.813411
оригинальность	3.912023
оригинальные	2.995732
оригинальный	2.120264
оригинальным	3.912023
ориентированная	3.218876
ориентируясь	4.605170
орлеан	4.605170
оружием	4.605170
освежающего	4.605170
освежающий	4.605170
освежающим	4.605170
освежу	4.605170
осветлять	4.605170
освободят	4.605170
освобождать	4.605170
оседают	4.605170
осени	3.912023
осеннее	0.116534
осенние	0.051293
осенний	0.116534
осенняя	4.605170
осень	0.105361
осенью	3.912023
осетинские	4.605170
оскандаленной	3.506558
осмелилась	4.605170
осмелиться	4.605170
осмелюсь	3.506558
оснований	4.605170
основе	2.813411
основного	3.912023
основное	0.040822
основной	4.605170
основному	4.605170
основные	3.506558
основным	3.912023
основными	3.506558
основой	4.605170
основу	2.813411
основы	4.605170
особенно	1.469676
особенного	4.605170
особенности	3.912023
особенность	4.605170
особенностью	4.605170
особенный	2.995732
особенным	3.912023
особи	4.605170
особо	2.302585
особое	4.605170
особой	3.912023
особому	3.912023
особый	4.605170
особыми	4.605170
особых	3.218876
оставалось	4.605170
оставит	2.995732
оставить	2.302585
оставлено	3.506558
оставлю	4.605170
оставляет	4.605170
оставляется	4.605170
оставлять	1.897120
оставшийся	4.605170
оставшимся	4.605170
оставшуюся	4.605170
остается	0.116534
осталась	2.407946
остались	4.605170
осталось	3.506558
остался	3.218876
остального	4.605170
остальное	3.506558
остальном	4.605170
остальным	4.605170
остальных	3.912023
останавливаюсь	4.605170
останется	3.218876
остановилась	3.506558
остановиться	1.714798
остановлю	4.605170
остановлюсь	4.605170
останутся	3.912023
остапа	4.605170
остатки	4.605170
остатков	3.912023
остаться	3.912023
остаются	2.207275
остаётся	4.605170
остеркон	4.605170
остеркрон	4.605170
остин	4.605170
осторожно	4.605170
осторожностью	4.605170
остренький	4.605170
остренькой	4.605170
остринкой	4.605170
остро	4.605170
остров	3.912023
острова	3.506558
островато	4.605170
островатый	4.605170
острого	3.506558
острое	4.605170
остроту	4.605170
острую	4.605170
острые	3.912023
острый	2.995732
острым	3.218876
острыми	4.605170
острых	4.605170
остудить	4.605170
остывании	4.605170
остывшая	4.605170
остывшем	4.605170
остыла	4.605170
остыть	3.912023
осуществится	4.605170
осуществляется	4.605170
осьминог	3.912023
осьминога	3.912023
осьминоги	4.605170
осьминогов	4.605170
отбавляй	4.605170
отбивная	4.605170
отбивные	2.207275
отбитого	4.605170
отбоем	4.605170
отбывшей	4.605170
отваливается	4.605170
отвар	4.605170
отваривала	4.605170
отваривании	4.605170
отваривать	3.912023
отварил	4.605170
отварная	4.605170
отварной	4.605170
отварном	4.605170
отварных	3.912023
отведавши	4.605170
отведаем	4.605170
отведать	4.605170
отведет	4.605170
ответ	2.040221
ответа	4.605170
ответам	3.912023
ответить	0.051293
ответов	0.051293
ответственно	3.912023
ответственностью	2.120264
ответы	0.000000
отвечаю	4.605170
отвечая	4.605170
отгадал	4.605170
отгадала	3.912023
отдаю	4.605170
отдаём	4.605170
отделах	4.605170
отделил	4.605170
отделиться	3.912023
отдельно	3.506558
отдельное	3.506558
отдельной	3.912023
отдельности	4.605170
отдельную	4.605170
отдельные	4.605170
отдельных	4.605170
отдохнуть	3.912023
отдыха	3.218876
отдыхает	2.302585
отдыхай	4.605170
отдыхал	4.605170
отдыхали	4.605170
отдыхаю	2.659260
отжиму	4.605170
отзвуками	4.605170
отзовется	4.605170
отзыв	2.302585
отзыву	4.605170
отзывы	2.207275
отказался	4.605170
отказаться	4.605170
откладывается	3.506558
отклоняясь	4.605170
отключили	4.605170
отключить	4.605170
откорректировать	4.605170
откровенный	4.605170
открой	4.605170
открыв	4.605170
открывать	4.605170
открываю	4.605170
открыла	3.218876
открытие	2.525729
открытием	2.525729
открытые	4.605170
открытый	0.116534
открытыми	4.605170
откушала	4.605170
отличаете	4.605170
отличается	1.771957
отличаться	4.605170
отличаются	2.813411
отличие	4.605170
отличий	3.912023
отличить	4.605170
отличная	2.995732
отлично	1.514128
отличное	2.995732
отличной	3.506558
отличные	3.218876
отличный	1.560648
отличным	3.912023
отличных	3.912023
отложилось	4.605170
отложить	3.912023
отменить	0.040822
отменный	4.605170
отменял	3.506558
отметила	4.605170
отметить	3.912023
отмечает	4.605170
отмечали	2.407946
отмечаться	4.605170
отмечают	3.912023
отмыть	4.605170
отнеслась	4.605170
отнести	4.605170
отнимает	4.605170
отнимать	3.218876
относилась	4.605170
относился	4.605170
относительная	4.605170
относится	2.120264
отношение	3.218876
отношении	4.605170
отношения	2.120264
отношениях	4.605170
отношусь	2.813411
отозвать	4.605170
оторвалась	4.605170
оторвались	3.218876
оторваться	2.813411
оторвусь	4.605170
отпад	3.506558
отпадает	3.912023
отправила	4.605170
отправить	4.605170
отправиться	4.605170
отправляет	4.605170
отпраздновал	4.605170
отпугнуть	4.605170
отрегулировать	4.605170
отрезать	3.912023
отруби	4.605170
отрывал	4.605170
отрыву	4.605170
отслужил	4.605170
отставать	4.605170
отстают	3.912023
отсутствие	2.995732
отсутствия	2.995732
отсутствует	2.525729
отсюда	3.218876
оттаивания	4.605170
оттенка	4.605170
оттенок	4.605170
оттеняет	4.605170
оттеняют	4.605170
оттирать	2.659260
оттоленгги	4.605170
оттуда	4.605170
оттяжка	4.605170
отходил	4.605170
отцы	4.605170
отчаиваться	4.605170
отъешь	4.605170
отыскать	3.912023
оукс	4.605170
оушенсайд	4.605170
офигительный	3.506558
офис	4.605170
официально	4.605170
официальное	4.605170
официантка	3.506558
офорд	4.605170
оформить	4.605170
оформление	3.506558
оформления	4.605170
ох	3.912023
охарактеризовать	3.912023
охладить	0.116534
охота	3.218876
оценивали	4.605170
оценили	4.605170
оцените	3.218876
оценка	4.605170
оценят	4.605170
оч	4.605170
очарована	3.912023
очаровательным	4.605170
очереди	3.506558
очередного	4.605170
очередное	3.506558
очередной	1.771957
очередном	4.605170
очередным	4.605170
очередь	1.966113
очищенные	3.912023
очищенный	4.605170
ошава	4.605170
ошеломил	3.218876
ошибалась	4.605170
ошибаюсь	3.912023
ошибиться	4.605170
ошибки	3.218876
ошиблась	4.605170
ошибок	2.813411
ощутила	4.605170
ощущается	4.605170
ощущаются	4.605170
ощущений	4.605170
ощущениям	4.605170
пад	4.605170
падуба	4.605170
пазуева	4.605170
пай	4.605170
пайнс	4.605170
пакет	4.605170
пакетах	4.605170
пакете	3.218876
пакетиках	0.105361
пакетики	4.605170
палате	4.605170
палатки	3.912023
палатку	3.218876
палитрой	4.605170
паломники	4.605170
палочек	4.605170
палочка	1.560648
палочками	3.506558
палочки	0.040822
пальмового	4.605170
пампушки	4.605170
памяти	4.605170
память	3.912023
панакота	4.605170
пани	2.995732
панику	4.605170
паникуйте	4.605170
панир	4.605170
панировка	0.116534
панировке	3.912023
панировки	4.605170
панировочные	1.309333
паниром	4.605170
панкейки	4.605170
панкреатит	4.605170
пантерррочка	2.813411
панчо	3.912023
пао	3.506558
папа	4.605170
папараць	4.605170
папой	4.605170
паприка	1.203973
паприки	4.605170
папу	4.605170
папы	3.506558
пара	0.116534
парагвайского	4.605170
парад	0.116534
парадокс	4.605170
параметрам	3.506558
паре	4.605170
парижан	4.605170
парижского	3.218876
парикмахер	4.605170
париться	4.605170
парк	2.659260
парке	4.605170
парксвилл	4.605170
парле	4.605170
пармеджано	4.605170
пармезан	2.407946
пармезана	4.605170
пармезаном	4.605170
пармской	4.605170
пароварка	4.605170
пароварке	0.116534
пароварки	3.912023
паровая	4.605170
паровые	3.912023
паровых	4.605170
парой	4.605170
пароль	0.020203
пароля	2.120264
партнёров	4.605170
пару	1.966113
пары	3.506558
парёнки	4.605170
пасмурным	4.605170
паст	4.605170
паста	0.040822
пасте	4.605170
пастой	4.605170
пастрома	0.040822
пасту	4.605170
пасты	3.912023
пасха	0.040822
пасхальная	0.116534
пасхальной	4.605170
пасхальный	0.127833
пасху	4.605170
пататес	4.605170
патент	2.525729
патерсон	4.605170
патисьер	3.912023
паутине	4.605170
паутинка	4.605170
паутинники	3.506558
пахлава	3.912023
пахлаве	4.605170
пахло	4.605170
пахнет	4.605170
пахта	3.912023
пахты	4.605170
пачка	3.912023
паштел	4.605170
паштет	0.040822
паштета	3.912023
паштетик	3.912023
паштетом	3.506558
паштеты	0.116534
паэлью	4.605170
паэлья	3.912023
педалькина	3.912023
пек	4.605170
пекарни	4.605170
пекарский	3.912023
пекарскую	4.605170
пекарь	4.605170
пекаря	0.127833
пекинская	2.407946
пекински	4.605170
пеките	4.605170
пекла	2.525729
пеклевальную	4.605170
пеклевальным	4.605170
пеклеванный	4.605170
пекли	3.912023
пектен	4.605170
пеку	2.302585
пекут	3.506558
пела	4.605170
пели	4.605170
пельменей	2.525729
пельмени	0.116534
пельменного	2.659260
пельменное	2.659260
пельмешек	4.605170
пемброк	4.605170
пена	4.605170
пенечки	3.912023
пентатонике	4.605170
пентиктон	4.605170
пеория	3.912023
пепельной	4.605170
пепперони	4.605170
пера	4.605170
первенец	4.605170
первого	2.120264
первое	0.040822
первой	3.218876
первоклассников	2.407946
первоклашка	4.605170
первом	3.218876
первоначально	3.912023
первую	3.506558
первые	0.127833
первый	1.309333
первым	0.116534
первых	2.120264
пергаменте	4.605170
пергаменту	4.605170
переборчивый	4.605170
перевела	3.912023
перевернуть	3.912023
переводе	2.813411
переводится	4.605170
переворачивались	4.605170
переворот	3.506558
переворошить	4.605170
передать	3.218876
передача	3.912023
передачах	3.912023
передаче	2.659260
передачи	3.506558
передаются	3.912023
передаёт	4.605170
переделала	4.605170
переедать	4.605170
переживаете	4.605170
переживала	4.605170
переживаю	3.912023
перейти	0.040822
перекисает	3.912023
перекочевал	4.605170
перекус	0.116534
перекуса	2.813411
перекусов	3.912023
перекусы	4.605170
перелопатив	4.605170
перелопатить	4.605170
перемешала	4.605170
перемешана	4.605170
перемешать	2.995732
перемешивается	4.605170
перемешиваний	4.605170
перемешивания	4.605170
перемешивать	4.605170
переняли	4.605170
перепелиное	2.813411
переписала	4.605170
переписали	4.605170
переписывает	4.605170
перепробовав	4.605170
перепробовала	3.506558
перепробовали	3.912023
перепробую	4.605170
перепрыгивает	4.605170
пересмотрев	3.912023
пересмотрела	2.813411
пересмотреть	3.506558
пересушенным	3.912023
пересылаю	4.605170
пересыпь	4.605170
перетертая	4.605170
перец	0.040822
перечень	4.605170
перечесть	3.218876
перечитала	4.605170
перечный	4.605170
перина	4.605170
период	2.207275
периодически	4.605170
перловая	3.218876
перловкой	3.912023
персик	3.506558
персиками	4.605170
персиковое	4.605170
персонажи	4.605170
персональные	4.605170
персональных	4.605170
персоны	0.116534
перспективы	4.605170
перуанская	0.116534
перца	4.605170
перцев	2.659260
перцем	2.525729
перцы	4.605170
перченой	4.605170
перчим	3.506558
перчить	4.605170
песенку	4.605170
песни	3.506558
песню	4.605170
песня	2.407946
песочное	0.105361
песочный	0.116534
пестик	4.605170
песто	3.912023
пестрой	4.605170
петелинки	0.127833
петербурга	3.912023
петренко	4.605170
петрова	3.912023
петровны	4.605170
петрунина	4.605170
петрушка	0.693147
петрушки	4.605170
петрушку	3.912023
печально	4.605170
печальную	4.605170
печальный	4.605170
печати	2.407946
печатного	4.605170
печатями	4.605170
печени	3.218876
печенка	3.912023
печеночная	4.605170
печеночной	4.605170
печеночные	3.506558
печеночный	0.040822
печень	2.407946
печенье	0.040822
печеньем	3.912023
печенью	4.605170
печенья	2.995732
печи	0.127833
печку	3.218876
печь	1.966113
пива	2.995732
пивных	3.912023
пиво	0.116534
пивом	4.605170
пиву	3.912023
пигоди	4.605170
пиканте	4.605170
пикантная	4.605170
пикантно	3.218876
пикантное	3.912023
пикантной	2.659260
пикантном	3.912023
пикантность	3.912023
пикантные	3.912023
пикантный	2.407946
пикантным	3.912023
пиканты	0.127833
пикник	0.116534
пикника	0.116534
пикнике	3.912023
пикников	4.605170
пикнику	0.105361
пикничная	4.605170
пингвина	4.605170
пинцет	4.605170
пипец	2.659260
пир	0.116534
пирамидку	4.605170
пировали	4.605170
пирог	0.040822
пирога	1.309333
пирогах	4.605170
пироге	2.995732
пироги	0.105361
пирогов	3.218876
пирогом	2.407946
пирогу	3.912023
пирожка	4.605170
пирожками	4.605170
пирожки	0.040822
пирожков	1.966113
пирожное	0.040822
пирожные	0.116534
пирожных	4.605170
писал	3.912023
писала	3.912023
писатель	3.912023
писателями	4.605170
писать	2.659260
питание	0.105361
питанию	3.912023
питания	2.302585
питательный	3.912023
питательным	2.813411
питере	2.407946
пить	4.605170
питья	4.605170
пихельштайнер	4.605170
пицца	0.040822
пиццей	3.912023
пиццерии	4.605170
пиццерию	3.912023
пиццериях	4.605170
пиццу	2.995732
пиццы	2.207275
пишет	3.218876
пишу	4.605170
пища	3.506558
пище	3.506558
пищевая	2.407946
пищевой	3.912023
пищевую	4.605170
пищевые	4.605170
пищевых	4.605170
пищи	3.506558
пищу	3.506558
плавленый	1.237874
плавленым	3.912023
плагиат	4.605170
пламя	0.116534
планах	4.605170
плане	3.912023
планеты	3.912023
планируем	3.912023
планируете	2.995732
плану	3.912023
пластинками	3.912023
пластичную	4.605170
плато	4.605170
плеером	2.813411
плетёнка	4.605170
плита	0.127833
плите	4.605170
плитой	2.659260
плиту	2.659260
плиты	3.506558
плов	0.116534
плодов	4.605170
плоды	0.116534
плоские	4.605170
плоской	4.605170
плотная	4.605170
плотного	4.605170
плотное	4.605170
плотные	4.605170
плохо	3.912023
площадям	4.605170
площадях	4.605170
плюнули	4.605170
плюс	4.605170
плюсик	4.605170
плюшки	3.912023
пмж	4.605170
побаловать	2.525729
побалует	4.605170
побалуй	4.605170
побалуйте	3.218876
победа	3.218876
победила	4.605170
победители	4.605170
победитель	4.605170
победы	2.995732
побережья	4.605170
поблагодарить	4.605170
побольше	3.506558
побоюсь	2.995732
побывать	3.218876
поваляйся	3.506558
повар	2.407946
повара	1.514128
поваренка	2.995732
поваренке	0.040822
поваренком	3.912023
поваренных	4.605170
поваренок	0.061875
поварил	3.218876
поварихи	3.218876
поваров	2.995732
поваром	3.218876
поварят	0.116534
поварята	1.897120
